id,Label,total_relevance,pageviews
117,Ukrainian Orthodox Church (Moscow Patriarchate),100,2965
118,Collectivization in the Ukrainian Soviet Socialist Republic,70,722
119,Political status of Crimea,131,10587
120,Black Sea Fleet,204,9059
121,Republic of Crimea,174,17675
122,Ukrainian Autocephalous Orthodox Church,79,1876
123,Bandura,77,3535
124,Orange Revolution,78,13687
125,Odesa,118,46549
126,Nadiya Savchenko,124,3431
127,Treaty of Warsaw (1920),75,838
128,Act Zluky,64,600
129,Communist Party (Bolsheviks) of Ukraine,92,1779
130,Taras Shevchenko,83,7669
131,FC Dynamo Kyiv,67,34323
132,Volodymyr Semynozhenko,62,124
133,Crimean Peninsula,164,124236
134,Natural gas in Ukraine,89,666
135,Ukrainian alphabet,75,8140
136,Our UkraineâPeople's Self-Defense Bloc,63,1001
137,National University of Kyiv-Mohyla Academy,71,1847
138,Ministry of Defense of Ukraine,66,49
139,Political parties in Ukraine,63,1516
140,Mykhailo Hrushevsky,69,1666
141,Ukrainian Orthodox Church â Kyiv Patriarchate,68,2253
142,Vitali Klitschko,62,65409
143,Donetsk,86,18562
144,History of Poland (1939â1945),82,5966
146,Ukrainophone,70,264
147,Cossack Hetmanate,125,7848
148,Mykolaiv,83,6184
149,Nikita Khrushchev,78,162230
150,Denial of the Holodomor,69,4351
151,FC Shakhtar Donetsk,63,53435
152,Shakhtar Donetsk,63,2258
153,History of the Ukrainians in Baltimore,59,302
154,Cossacks,233,69590
155,Nuclear weapons and Ukraine,78,4536
156,Ukrainian cooperative movement,57,233
157,RussiaâUnited States relations,453,20215
158,2017 Petya cyberattack,71,906
159,National Academy of Sciences of Ukraine,56,1435
160,2008â09 Ukrainian financial crisis,56,442
161,Dnipropetrovsk Oblast,65,4833
162,Serhiy Tihipko,64,1027
163,Holodomor genocide question,57,5949
164,Ukrainian government,53,4760
165,Polonization,88,2817
167,Subdivisions of Ukraine,61,5706
168,Ukrainophiles,60,365
169,Judicial system of Ukraine,54,418
170,Socialist Party of Ukraine,53,961
171,Treaty of Brest-Litovsk (UkraineâCentral Powers),66,1302
172,Igor Girkin,135,2576
173,Ternopil,63,5042
174,Human rights in Ukraine,55,1226
175,Volodymyr Kubiyovych,53,277
176,Reichskommissariat Ukraine,53,5931
177,Andriy Shevchenko,50,74203
178,Enlargement of NATO,113,13702
179,Autonomous Republic of Crimea,91,13520
180,Austrian Poland,73,12514
181,Lviv pogroms,51,9459
182,International sanctions during the Russo-Ukrainian War,284,13602
183,2 May 2014 Odessa clashes,104,289
184,Kuchma,61,4766
185,People's Movement of Ukraine,54,1240
186,Football Federation of Ukraine,50,2177
188,Bloc Yulia Tymoshenko,50,1047
189,Solidarity (Ukraine),48,1627
190,Borys Kolesnykov,48,38
191,2010 UkrainianâRussian Naval Base for Gas treaty,79,166
192,Education in Ukraine,56,4531
193,"Ukrainian Village, Chicago",50,2714
194,Mariupol,100,7120
195,Bohdan Khmelnytskyi,84,7760
196,Filaret (Denysenko),64,1031
197,Ukrselena,57,1761
198,Leonid Kravchuk,54,2743
199,Ukrainian Sich Riflemen,52,592
200,History of Poland,157,18506
202,National Guard of Ukraine,63,3349
203,Romanization of Ukrainian,54,2392
204,Ukrainian Democratic Alliance for Reform,46,1673
205,Chernobyl disaster,61,304542
206,Ukrainian architecture,56,1258
207,2015 Ukrainian presidential election,67,449
208,Polish population transfers (1944?1946),61,1835
209,Polish population transfers (1944â1946),61,1835
210,Mykola Azarov,52,1274
213,Ukrainian State,50,4182
214,Ivan Krypiakevych,45,106
215,Transnistria,118,64156
216,Commonwealth of Independent States,84,71071
217,Sloboda Ukraine,67,2256
218,2004 Ukrainian presidential election,65,119
219,Eastern Ukraine,60,2347
221,Ukrainian folk music,44,1007
222,First Azarov Government,42,251
223,Higher education in Ukraine,43,1465
224,RT (TV network),203,206484
225,Kuban Cossacks,109,4839
226,Novorossiya (confederation),76,9301
227,Ruthenians,57,8508
228,Kolomyia,41,2094
229,RussiaâNATO relations,300,4037
230,Little Russia,99,3166
231,Ivan Mazepa,64,3654
232,Oleh Tsarov,55,110
233,Opposition Bloc,45,4401
234,List of Ukrainian rulers,44,1063
235,Executed Renaissance,42,634
239,Ems Ukaz,68,678
241,George Shevelov,48,275
242,Central Rada,44,246
243,Boryspil International Airport,40,19419
249,Army of the South-East,99,260
250,Former Soviet Republics,93,37195
251,Ukraine International Airlines,41,18025
255,Barszcz,85,43990
256,Southern Ukraine,48,940
260,Zhytomyr,46,4894
267,Sevastopol,98,34520
268,Kresy,57,4881
269,Ruthenia,53,9204
270,Romanians in Ukraine,53,614
271,Greeks in Ukraine,44,1611
273,Ukrainian Cossacks,84,7672
274,Budjak,66,3057
275,Chernobyl Exclusion Zone,41,21512
276,Coal in Ukraine,40,548
282,Soviet,152,405049
283,Sergey Lavrov,99,14196
284,1954 transfer of Crimea,75,4130
285,Pierogi,45,48268
286,Ivan Dorn,43,2025
287,Mykola Skrypnyk,42,983
293,Bessarabia,84,17937
294,Eastern Front (World War II),66,65770
295,Lisbon Protocol,50,705
302,Russophobes,475,102
303,Crimean bridge,86,157
304,Zaporizhzhia,53,166
305,Soviet famine of 1946â1947,52,3207
306,John Mearsheimer,48,7368
316,Pereyaslav Council,65,1491
317,Luhansk Oblast,54,5090
318,Soviet partisans,45,6910
332,Moldova,89,151507
333,Soviet occupation of Bessarabia and Northern Bukovina,53,6112
334,All-Ukrainian Congress of Soviets,41,219
346,Foreign relations of Russia,470,8280
361,Sport in Russia,202,7726
362,Boris Nemtsov,106,9726
363,Battle of Konotop,62,433
364,Neo-Nazis,58,563
365,Anti-Semitism,43,4835
366,Antisemitism,43,119964
380,RussiaâEuropean Union relations,362,6150
381,Russian Jewish,169,1512
398,Pavlo Skoropadskyi,40,2308
408,Russian Orthodox Church,161,39619
409,Arseny Pavlov,43,596
410,Khmelnytsky Uprising,42,7580
424,Nord Stream,113,13714
425,The Ruin (Ukrainian history),50,910
426,Natural gas in Russia,49,1234
440,Eurasian Economic Union,144,44345
441,Russian Civil War,112,62363
442,Stalin,110,459873
443,Political abuse of psychiatry in the Soviet Union,101,5459
444,Crimean Tatars,72,23419
445,OSCE,47,18858
446,Yat,47,2500
464,Russification,277,7105
465,Belarus,120,188945
467,Kazakhstan,94,215239
468,Kirill of Moscow,76,6291
469,JÃ³zef PiÅsudski,73,17852
470,Nikolai Gogol,60,24089
471,Mejlis of the Crimean Tatar People,47,2014
472,Eastern Partnership,41,4393
473,Druzhba pipeline,41,2147
474,Soviet invasion of Poland,40,16306
490,Alexei Navalny,178,24286
491,Byelorussian SSR,116,13834
492,Belarusian Soviet Socialist Republic,116,295
493,Donald Trump,55,1269714
494,Novorossiya,54,7971
495,Russian imperialism,50,3580
496,Old East Slavic language,47,4731
513,History of Russia,364,36147
514,Russian (language),236,194
515,Russian language,236,103712
516,Russian Airborne Troops,66,14085
534,Nikolay Kostomarov,56,390
535,Fancy Bear,55,15794
536,2014 Winter Paralympics,49,2094
537,Battle of Berlin,45,64334
563,Russian federation,390,669299
564,RussiaâUnited Kingdom relations,230,6721
565,Russian speakers,208,88
566,Federal Security Service,85,34193
567,Operation Bagration,61,21199
568,Sea of Azov,55,13650
569,Russo-Polish War (1654â1667),44,3432
570,Deportation of the Crimean Tatars,43,18607
591,RussiaâTurkey relations,114,4143
592,Aleksandr Solzhenitsyn,105,50002
593,Treaty of Brest-Litovsk,77,30042
594,Polish Jews,60,23177
595,Eastern Orthodox Culture,54,109015
621,"History of Germans in Russia, Ukraine and the Soviet Union",182,4816
622,Mikhail Gorbachev,100,198483
623,Doukhobors,69,14336
624,Roman Abramovich,68,216044
625,Lithuania,64,171951
626,Tupolev Tu-160,62,35861
668,2016 United States election interference by Russia,451,1247
669,Human rights in Russia,229,4960
670,Media freedom in Russia,170,4189
671,Vladislav Surkov,80,6957
672,Viktor Chernomyrdin,53,2889
673,Pro-Russian,43,4241
709,Russia under Vladimir Putin,394,6877
710,Sino-Russian relations,232,7364
711,Putinisms,62,5695
712,Disinformation,57,8298
713,Soviet Armed Forces,41,12244
714,History of the Soviet Union (1927â53),40,2089
762,GRU,97,5181
763,Transnistria War,51,5979
764,Danubian Sich,49,700
828,2008 South Ossetia War,393,33815
829,Military history of Imperial Russia,322,228
830,Russian national football team,187,597
831,Russian Soviet Republic,143,57897
832,Boris Berezovsky (businessman),118,18531
833,Russian Ground Forces,110,20539
834,Ramzan Kadyrov,101,35435
835,Sputnik (news agency),71,10878
836,Ilya Repin,70,17383
837,New Cold War,64,47
838,Church Slavonic language,52,6612
839,Don Cossacks,47,7146
840,Vodka,43,91282
892,Lenin,184,211632
893,PolishâRussian War of 1792,80,2422
894,MarxismâLeninism,77,42882
895,Russian ruble,76,32212
896,Leon Trotsky,69,133523
897,Katyn massacre,68,50397
898,"Treaty of Rapallo, 1922",63,836
899,Joseph Conrad,62,42407
900,Korenizatsiya,61,2754
901,Wilno,55,47111
902,Persecution of Christians in the Soviet Union,52,6044
903,Victory Day (Eastern Front),41,96034
980,History of the Russo-Turkish wars,125,9072
981,Paul von Hindenburg,110,60915
983,Georgia (country),93,264116
984,Russia and weapons of mass destruction,79,13750
985,Alexander Lukashenko,67,28896
986,Aleksandr Lukashenko,67,136
987,Deluge (history),65,8903
988,Slavophilia,54,1964
989,Koryo-saram,48,8431
990,Aeroflot,45,42759
1074,Boris Yeltsin,118,86029
1076,Russian cuisine,90,26576
1078,Demographics of Russia,87,44539
1079,Soviet coup attempt of 1991,72,32962
1080,2018 FIFA World Cup,71,2116141
1081,Soviet Central Asia,63,2941
1082,Slavic mythology,62,31855
1083,Anna Politkovskaya,52,11343
1084,"Minsk, Belarus",49,41328
1085,Lesser Poland,42,6617
1086,Rus' people,40,14844
1183,World War I,153,712874
1184,Great War,153,1380
1185,RussiaâSerbia relations,149,4343
1186,Tsardom of Moscow,134,25986
1187,Nicholas I of Russia,133,37825
1188,Visa policy of Russia,123,18501
1189,Great Northern War,108,29540
1190,Russian literature,108,12192
1191,2011â2013 Russian protests,107,3966
1192,Russian financial crisis (2014â2016),106,1584
1193,BelarusâRussia relations,77,2071
1194,Anarchism in Russia,64,2098
1195,Intermediate-Range Nuclear Forces Treaty,61,19321
1196,United Aircraft Corporation,58,12254
1197,Belarusian language,56,20003
1198,Communist Party of the Russian Federation,54,20746
1200,Kyrgyzstan,53,116273
1201,FC Zenit Saint Petersburg,50,41344
1202,Russian passport,49,8653
1203,Russian Far East,48,18556
1204,Russian oligarch,47,72212
1205,Europe,45,371976
1206,RIA Novosti,42,5535
1323,Catherine the Great,198,148503
1324,Russians,163,29940
1325,Great Russians,163,119
1326,Dmitry Medvedev,143,75079
1327,Leningrad,132,148635
1328,Russian Orthodox Church Outside Russia,107,4029
1329,Partitions of Poland,103,22601
1330,Moscow theater hostage crisis,101,22913
1331,Peter I of Russia,92,87494
1332,Adyghe people,68,56869
1333,Bar Confederation,67,2595
1334,Treaty on Conventional Armed Forces in Europe,60,3362
1335,October Revolution,55,60918
1336,Terrorism in Russia,55,6465
1337,Turkmenistan,48,94550
1338,Treaty of the Pruth,46,495
1339,World War II casualties of the Soviet Union,43,35720
1511,Russian military intervention in Syria,392,1702
1512,Russian art,323,17784
1513,Imperial Russia,246,113248
1514,East Prussia,171,21810
1515,Russian Navy,153,30646
1516,White Ã©migrÃ©,126,7172
1517,Russian Revolution,105,110739
1518,South Ossetia,104,37633
1519,Chechnya,104,106788
1520,Old Believers,94,15687
1521,Garry Kasparov,88,49267
1522,Russian jokes,85,8754
1523,Allied intervention in the Russian Civil War,84,17930
1524,Internet censorship in Russia,80,5524
1525,Rosneft,75,13021
1526,January Uprising,74,7464
1527,Russo-Turkish War (1768â1774),72,8166
1528,Socialist movement,69,127
1529,Estonia,63,179034
1530,Bandy,61,20174
1531,Serfdom in Russia,59,12147
1532,Sochi,59,31976
1533,Bank of Russia,58,512
1534,Russian Central Bank,58,78
1535,Battle of Poltava (1708),55,12248
1536,PFC CSKA Moscow,54,27996
1537,Tadeusz KoÅciuszko,51,17314
1538,Russian Academy of Science,45,7534
1539,Ashgabat,43,15697
1540,National delimitation in the Soviet Union,42,2791
1541,Red Army,41,52642
1542,Uzbekistan,41,132310
1543,Carl XII,40,29982
1544,Opposition to Vladimir Putin in Russia,40,1884
1765,French invasion of Russia,206,40216
1766,Moscow,161,143086
1767,Politics of Russia,151,16866
1768,Russian economy,142,49661
1769,Russian Armed Forces,122,37547
1770,International Space Station,114,138626
1771,Caucasus Greeks,98,3318
1772,2010 Polish Air Force Tu-154 crash,97,16800
1773,Rock music in Russia,91,2204
1774,Rus (name),90,4524
1775,Pussy Riot,89,31489
1776,Ivan Bunin,89,5166
1777,Domestic policy of Vladimir Putin,82,1084
1778,Russian diaspora,79,4500
1780,Flag of Russia,75,44684
1781,Alexander II of Russia,74,60073
1782,Vladivostok,74,44990
1783,2018 Russian presidential election,70,220
1784,Nikolay Nekrasov,67,1945
1785,Soviet Communists,66,38505
1786,Communist Party of Soviet Union,66,863
1787,Defense industry of Russia,64,3769
1788,Russian national basketball team,62,310
1789,Boris Pasternak,60,17780
1790,White movement,58,26723
1791,Konstantin Balmont,54,866
1792,Second Northern War,51,5270
1793,Russian ballet,51,5921
1794,Dushanbe,50,14740
1795,Latvia,48,155992
1796,Coat of arms of Russia,47,10219
1797,Mikhail Kutuzov,47,8618
1798,Trans-Siberian Railway,47,35372
1800,Anti-Communist,46,1046
1801,Anti-communism,46,25716
1802,Gennady Zyuganov,46,7146
1803,Russian famine of 1921â1922,46,10115
1804,Russian Federal Space Agency,45,13535
1805,History of Central Asia,43,4437
1806,Kalmykia,43,13439
1807,Sakha,41,344
1808,Armenia,41,313533
1809,Sakha Republic,41,30524
1810,Norilsk,41,24181
1811,Russian Provisional Government,41,15885
1812,Russian cultural property law,41,131
1813,Brusilov Offensive,41,12361
1814,Russian architecture,40,7351
1815,All-Russian Congress of Soviets,40,2239
1816,Imperialism,40,70486
1817,Dacha,40,16756
2269,Doping in Russia,329,14821
2270,Crimean War,313,105276
2271,Borussia MÃ¶nchengladbach,203,38066
2272,Circassian genocide,168,15116
2273,First Chechen War,167,25495
2274,Iran-Russia relations,166,8838
2275,Abkhazia,166,62259
2276,Nicholas II of Russia,165,183019
2277,IndiaâRussia relations,144,14721
2278,India?Russia relations,144,14721
2279,PolishâMuscovite War (1605â1618),137,675
2280,Imperial Russian Army,126,8732
2281,First Russian circumnavigation,118,681
2282,War in Abkhazia (1992â1993),117,4012
2283,Mikhail Khodorkovsky,100,16407
2284,Revolution of 1905,97,6874
2285,Yekaterinburg,96,45986
2286,Alexander Litvinenko,95,18162
2287,LGBT rights in the Soviet Union,95,60
2288,KoÅciuszko Uprising,93,3860
2289,Kosciuszko Uprising,93,45
2290,Battle of Grozny (1994?95),93,6782
2291,Kaliningrad Oblast,92,30122
2292,Kalmyk people,91,12542
2293,German Empire,88,125124
2294,Islam in Russia,87,16334
2295,Nikolai Leskov,87,2763
2296,United Russia,83,26281
2297,Dvoryanstvo,80,9354
2298,Sergei Witte,77,7032
2299,Pyotr Ilyich Tchaikovsky,77,76585
2300,Austria-Hungary,75,126558
2301,1993 Russian constitutional crisis,74,11549
2302,Tajikistan,73,81888
2303,First Partition of Poland,73,5178
2304,Elizabeth of Russia,73,29246
2305,"Fort Ross, California",70,9194
2308,Fyodor Dostoyevsky,68,18101
2309,November Uprising,67,7328
2310,Antisemitism in the Russian Empire,65,2046
2311,Aleksey Konstantinovich Tolstoy,65,1670
2312,Russian Railways,63,8809
2313,Kazan,62,36773
2314,Republic of Tatarstan,61,31317
2315,Sergei Rachmaninoff,61,43272
2316,Partition Sejm,59,445
2317,Nihilist movement,58,2268
2318,Putinism,55,2843
2319,Grigory Potemkin,55,9097
2320,Masuria,54,5333
2321,Siberia,54,86372
2322,Mikhail Vrubel,54,3005
2324,Russia-1,49,3133
2325,Sakhalin,49,27665
2326,Vladimir Nabokov,49,43181
2327,Bashkortostan,48,12146
2328,ElblÄg,48,4103
2329,Chechen Republic of Ichkeria,47,13680
2330,Marc Chagall,46,39418
2331,Primorsky Krai,45,12236
2332,Alexander Prokhanov,45,738
2333,Rossiya Bank,45,1483
2334,2008 Russian presidential election,43,7
2335,Mikhail Kasyanov,42,2999
2336,Novichok agent,42,45244
2337,Georgi Plekhanov,42,3993
2338,Cinema of Russia,42,5204
2339,Sayfo,41,12
2340,Latvian Soviet Socialist Republic,41,5023
2341,Igor Stravinsky,40,50244
2342,Azerbaijan,40,216443
2343,Volga River,40,37818
3289,Russo-Japanese War,291,82111
3290,Seven Years' War,265,102078
3291,Prussia,253,127509
3292,Great Game,236,2350
3293,Second Chechen War,228,34261
3294,Kingdom of Prussia,226,83043
3295,Franco-Prussian War,171,72375
3296,1877â1878 Russo-Turkish War,156,19789
3297,Russo-Turkish War (1877-1878),156,363
3298,Imperial Russian Navy,154,12032
3299,Greater Poland Uprising (1848),141,814
3300,Beslan school hostage crisis,134,6023
3301,Napoleonic Wars,133,94973
3302,Russo-Persian Wars,123,5031
3303,Russian Enlightenment,122,3593
3304,Dmitry Merezhkovsky,118,1349
3305,Russian conquest of Central Asia,117,2286
3307,Livonian War,102,5657
3308,Finnish War,101,7022
3309,KÃ¶nigsberg,101,31320
3310,Grand Duchy of Finland,101,11058
3311,Russian nationality law,99,297
3312,Kursk submarine disaster,95,19765
3314,Christianity in Russia,89,3247
3315,Russian apartment bombings,89,9557
3316,Treaty of Kuchuk-Kainarji,88,3065
3317,Automotive industry in Russia,88,12680
3318,Romanov dynasty,87,73464
3319,Old Prussians,87,9896
3320,Russian philosophy,87,730
3321,Battle of Leipzig,86,20439
3322,Alexander I of Russia,85,36103
3323,War of the Sixth Coalition,83,14271
3324,Russian America,83,17199
3325,Alexander Zinoviev,83,931
3326,Sergei Pugachev,83,1103
3327,Napoleon I of France,82,381214
3329,Thirteen Years' War (1454â66),79,2741
3330,War and Peace,79,78178
3331,President of the Russian Federation,78,905
3332,Russian President,78,49204
3333,Duchy of Prussia,77,8746
3334,Empire of JapanâRussian Empire relations,77,927
3335,StanisÅaw August Poniatowski,73,13237
3336,Russo-Persian War (1804â13),72,3579
3337,Russian invasion of Manchuria,70,2083
3338,Schlieffen Plan,70,33299
3339,Ringing Cedars' Anastasianism,70,1984
3341,German Confederation,69,33737
3342,Russian-American Company,69,4402
3343,Yaroslavl,69,8488
3344,Qajar Iran,68,839
3345,Paul I of Russia,68,36783
3346,Aleksandr Ostrovsky,67,182
3347,Occupation of the Baltic states,66,9581
3348,2014 Winter Olympics,66,23222
3349,Frederick Augustus I of Saxony,66,3989
3350,Ivan IV,66,108273
3351,Yukos,66,3938
3352,Rimsky-Korsakov,64,561
3353,History of Siberia,62,4426
3354,Teutonic Knights,60,17843
3355,Art Nouveau,60,68284
3356,Edward Snowden,60,290963
3357,Russian gay propaganda law,60,6224
3358,Time of Troubles,59,12955
3360,House of Hohenzollern,58,38332
3361,Alexander Herzen,58,3309
3362,Congress of Berlin,58,10309
3363,Alexander Kolchak,58,11971
3364,"Constitution of May 3, 1791",57,16025
3365,Allied and Associated Powers,57,71213
3366,Congress Poland,57,16365
3367,Alexander III of Russia,56,52282
3368,Mikhail Saltykov-Shchedrin,56,1159
3369,Mongols,56,43456
3370,Battle of Narva (1700),55,4315
3371,Treaty of Gulistan,54,2538
3372,Boxer Rebellion,53,81785
3373,Finland,53,223704
3374,Wilhelm II,53,12022
3375,Treaty of Georgievsk,53,1080
3376,Ludwig Wittgenstein,52,52112
3377,Russo-Kazan wars,52,76
3378,Lev Russov,52,412
3379,Prime Minister of Russia,52,17106
3380,Mikhail Bakunin,50,21917
3381,Tsarist autocracy,49,7501
3382,Winter Palace,49,25650
3383,Russo-Turkish War (1806?1812),49,2532
3384,Russo-Turkish War (1806â12),49,1169
3385,Manchukuo,49,33144
3386,February Revolution,48,27741
3387,Leninism,48,26965
3388,Wilt Chamberlain,48,229551
3389,Russian constitution,48,6709
3390,Federal subjects of Russia,48,26791
3391,Caucasian War,47,5266
3392,Princess Victoria Melita of Saxe-Coburg and Gotha,47,12308
3393,Anna of Russia,47,13332
3394,Russian River (California),46,7106
3395,Duchy of Warsaw,46,8674
3396,Russian Revival,46,677
3397,Grand Duchy of Posen,46,2404
3398,Russian Dalian,46,1045
3399,Maxim Litvinov,46,4106
3400,Russia Day,46,5024
3401,First Afghan War,46,220
3402,Languages of Russia,45,12729
3403,Apollon Maykov,45,460
3404,Union State,45,8580
3405,Peter III of Russia,44,36867
3406,Arctic window,44,29
3407,Health care in Russia,44,5616
3408,Red Square,44,29531
3409,Treaties of Tilsit,43,4665
3410,Treaty of Tilsit,43,724
3411,Federal Agency for Tourism (Russia),43,443
3412,Education in Russia,43,10896
3413,Great Northern War plague outbreak,43,1099
3414,Anna Karenina,43,71843
3415,Russian conquest of Siberia,43,7928
3416,Lermontov,42,358
3417,Grande ArmÃ©e,42,13180
3418,Mikhail Lermontov,42,7844
3419,Baltic Germans,42,8391
3420,Second Partition of Poland,42,2819
3421,Karl Marx,42,483704
3422,Narodniks,41,3241
3423,Russo-Persian War (1722â1723),41,993
3424,Aleksandr Kuprin,41,1202
3425,Narodnik,41,863
3426,Elections in Russia,40,6085
3427,Neo-Byzantine architecture in the Russian Empire,40,1165
3428,Triple Entente,40,34759
3429,Maria Theresa,40,43655
3430,Russian tea culture,40,3758
3431,Alexander Pushkin,40,58094
3432,Nivkhs,40,457
3433,Leo Tolstoy,40,105982
